ruleID,ruleName, groupID, groupName,expression,New Audiencing Rules,,
smartportal_RULE_PROFILE_PHYSICAL_ECLAIMS, RULE_PROFILE_PHYSICAL_ECLAIMS, smartportal_PROFILE_PHYSICAL_ECLAIMS, PROFILE_PHYSICAL_ECLAIMS, IsPartnerAdmin = T &  HPInternalUser = T &  UserRights = LOCAL_SECURITY_PhysicalClaims &  Tier = 1 &  Programs = EU-2001-L018 ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_PRODUCT_BROWSER_PC_MONITOR_PROCURVE_SERVERS, RULE_PROFILE_PRODUCT_BROWSER_PC_MONITOR_PROCURVE_SERVERS, smartportal_PROFILE_PRODUCT_BROWSER_PC_MONITOR_PROCURVE_SERVERS, PROFILE_PRODUCT_BROWSER_PC_MONITOR_PROCURVE_SERVERS, Programs = EU-zz28-m105 &  CountryCode = SE ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_PRODUCT_BROWSER_PRINTERS_AND_MULTIFUNCTION, RULE_PROFILE_PRODUCT_BROWSER_PRINTERS_AND_MULTIFUNCTION, smartportal_PROFILE_PRODUCT_BROWSER_PRINTERS_AND_MULTIFUNCTION, PROFILE_PRODUCT_BROWSER_PRINTERS_AND_MULTIFUNCTION, Programs = EU-zz28-m103 &  Programs = EU-zz28-m106 &  CountryCode = SE ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_PRODUCT_BROWSER_RACK_AND_POWER, RULE_PROFILE_PRODUCT_BROWSER_RACK_AND_POWER, smartportal_PROFILE_PRODUCT_BROWSER_RACK_AND_POWER, PROFILE_PRODUCT_BROWSER_RACK_AND_POWER, Programs = EU-zz28-m104 &  Programs = EU-zz28-m105 &  CountryCode = SE ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_PRODUCT_BROWSER_STORAGE, RULE_PROFILE_PRODUCT_BROWSER_STORAGE, smartportal_PROFILE_PRODUCT_BROWSER_STORAGE, PROFILE_PRODUCT_BROWSER_STORAGE, Programs = EU-zz28-m104 &  CountryCode = SE ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_PRODUCT_BROWSER_SUPPLIES, RULE_PROFILE_PRODUCT_BROWSER_SUPPLIES, smartportal_PROFILE_PRODUCT_BROWSER_SUPPLIES, PROFILE_PRODUCT_BROWSER_SUPPLIES, Programs = EU-zz28-m102 &  CountryCode = SE ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_PRODUCT_GUIDE, RULE_PROFILE_PRODUCT_GUIDE, smartportal_PROFILE_PRODUCT_GUIDE, PROFILE_PRODUCT_GUIDE, CountryCode = SE &  Programs = EU-zz33-L053 ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_SALES_GUIDE, RULE_PROFILE_SALES_GUIDE, smartportal_PROFILE_SALES_GUIDE, PROFILE_SALES_GUIDE, CountryCode = SE &  Programs = 88-BWCO-BW ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_SELLOUT_SELLOUT, RULE_PROFILE_SELLOUT_SELLOUT, smartportal_PROFILE_SELLOUT_SELLOUT, PROFILE_SELLOUT_SELLOUT, IsPartnerAdmin = T &  UserRights = LOCAL_SECURITY_Sellout &  Programs = EU-zz26-z107 ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_SELLOUT_SELLTO, RULE_PROFILE_SELLOUT_SELLTO, smartportal_PROFILE_SELLOUT_SELLTO, PROFILE_SELLOUT_SELLTO, IsPartnerAdmin = T &  UserRights = LOCAL_SECURITY_Sellto &  Programs = EU-zz26-z108 ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_SIMULATION, RULE_PROFILE_SIMULATION, smartportal_PROFILE_SIMULATION, PROFILE_SIMULATION, Programs = EU-GPP-INT &  UserRights = LOCAL_SECURITY_Simulation ,,,
smartportal_RULE_PROFILE_PCOMM, RULE_PROFILE_PCOMM, smartportal_PROFILE_PCOMM, PROFILE_PCOMM, Tier = 1 &  Programs = EU-PPP-SP01 &  AgreementTypes = PATSY-SR &  AgreementTypes = PATSY-LB &  AgreementTypes = PATSY-CS &  AgreementTypes = PATSY-SB &  AgreementTypes = PATSY-VR &  AgreementTypes = PATSY-TO &  AgreementTypes = PATSY-T2 &  AgreementTypes = PATSY-V2 &  AgreementTypes = PATSY-ST &  AgreementTypes = PATSY-G1 &  AgreementTypes = PATSY-G2 &  AgreementTypes = PATSY-IR &  AgreementTypes = PATSY-OM &  AgreementTypes = PATSY-O2 &  Programs = EU-SP-DEAL_BASED-B &  Programs = G_SP_Temp_Excep &  Programs = EU-SP-DEAL_BASED-A &  IsPartnerAdmin = T &  UserRights = LOCAL_SECURITY_OPG ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_SMARTQUOTE, RULE_PROFILE_SMARTQUOTE, smartportal_PROFILE_SMARTQUOTE, PROFILE_SMARTQUOTE, Programs = EU-01pp-O926 &  Programs = EU-PPP-SP01 &  AgreementTypes = PATSY-SR &  AgreementTypes = PATSY-SB &  AgreementTypes = PATSY-VR &  AgreementTypes = PATSY-V2 &  Programs = EU-SP-DEAL_BASED-B &  Programs = EU-01pp-O925 &  IsPartnerAdmin = T &  UserRights = LOCAL_SECURITY_SmartQuote ,,,
smartportal_RULE_PROFILE_SMART_CHAINS, RULE_PROFILE_SMART_CHAINS, smartportal_PROFILE_SMART_CHAINS, PROFILE_SMART_CHAINS, CountryCode = DE &  PrimaryChannelSegment = DIS &  PrimaryChannelSegment = VAR &  PrimaryChannelSegment = CRS &  PrimaryChannelSegment = TDL &  PrimaryChannelSegment = ISV &  PrimaryChannelSegment = SI &  PrimaryChannelSegment = EMG &  PrimaryChannelSegment = OEM &  PrimaryChannelSegment = MOCM &  PrimaryChannelSegment = ERS &  PrimaryChannelSegment = OTH &  PrimaryChannelSegment = HYB &  PrimaryChannelSegment = TBD ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_SPP_SEARCH, RULE_PROFILE_SPP_SEARCH, smartportal_PROFILE_SPP_SEARCH, PROFILE_SPP_SEARCH, PartnerTypes = Learning Partner &  Status = 1 ,,,
smartportal_RULE_SMARTPORTAL_ALLUSERS, RULE_SMARTPORTAL_ALLUSERS, smartportal_SMARTPORTAL_ALLUSERS, SMARTPORTAL_ALLUSERS, SiteIdentifier = smartportal &  PartnerTypes = Learning Partner ,Why are learning partners so important?,,
smartportal_RULE_SMARTPORTAL_ALLUSERS_EXCEPT_SWEDEN, RULE_SMARTPORTAL_ALLUSERS_EXCEPT_SWEDEN, smartportal_SMARTPORTAL_ALLUSERS_EXCEPT_SWEDEN, SMARTPORTAL_ALLUSERS_EXCEPT_SWEDEN, SiteIdentifier = smartportal &  PartnerTypes = Learning Partner &  CountryCode = SE ,"How to address ""all except one single country""? ",,
smartportal_RULE_PROFILE_UNAFFILIATED, RULE_PROFILE_UNAFFILIATED, smartportal_PROFILE_UNAFFILIATED, PROFILE_UNAFFILIATED, SiteIdentifier = smartportal &  PartnerTypes = Learning Partner ,Why are learning partners so important?,,
smartportal_RULE_TEST_CONTRACT_2ND_TIER, RULE_TEST_CONTRACT_2ND_TIER, smartportal_TEST_CONTRACT_2ND_TIER, TEST_CONTRACT_2ND_TIER, IsPartnerAdmin = T &  PartnerProId = 1-1GD-436 &  PartnerProId = 1-2N4-1737 ,,,
smartportal_RULE_PTNR_EDUCATION_SETUP_REQUIRED_EMEA, RULE_PTNR_EDUCATION_SETUP_REQUIRED_EMEA, smartportal_PTNR_EDUCATION_SETUP_REQUIRED_EMEA, PTNR_EDUCATION_SETUP_REQUIRED_EMEA, UserRights = PARTNER_EDUCATION_ACCESS_GRANTED &  UserRights = PARTNER_EDUCATION_ACCESS_REQUESTED &  UserRights = PARTNER_EDUCATION_TC_RENEWAL_REQUIRED ,User Rights,,
smartportal_RULE_PTNR_EDUCATION_SETUP_IN_PROCESS_EMEA, RULE_PTNR_EDUCATION_SETUP_IN_PROCESS_EMEA, smartportal_PTNR_EDUCATION_SETUP_IN_PROCESS_EMEA, PTNR_EDUCATION_SETUP_IN_PROCESS_EMEA, UserRights = PARTNER_EDUCATION_ACCESS_REQUESTED &  UserRights = PARTNER_EDUCATION_TC_RENEWAL_REQUIRED &  UserRights = PARTNER_EDUCATION_ACCESS_GRANTED ,User Rights,,
smartportal_RULE_PTNR_EDUCATION_ACCESS_ENABLED_EMEA, RULE_PTNR_EDUCATION_ACCESS_ENABLED_EMEA, smartportal_PTNR_EDUCATION_ACCESS_ENABLED_EMEA, PTNR_EDUCATION_ACCESS_ENABLED_EMEA, UserRights = PARTNER_EDUCATION_ACCESS_GRANTED &  UserRights = PARTNER_EDUCATION_TC_RENEWAL_REQUIRED ,User Rights,,
smartportal_RULE_PROFILE_NANCY, RULE_PROFILE_NANCY, smartportal_PROFILE_NANCY, PROFILE_NANCY, SiteIdentifier = smartportal &  PartnerTypes = Learning Partner ,Learning Partner,,
smartportal_RULE_PART_EDUC_NOT_LEARNING_PARTNER_EMEA, RULE_PART_EDUC_NOT_LEARNING_PARTNER_EMEA, smartportal_PART_EDUC_NOT_LEARNING_PARTNER_EMEA, PART_EDUC_NOT_LEARNING_PARTNER_EMEA, PartnerTypes = Learning Partner ,Learning Partner,,
smartportal_RULE_PROFILE_TOP_VALUE_REPLENISHMENT, RULE_PROFILE_TOP_VALUE_REPLENISHMENT, smartportal_PROFILE_TOP_VALUE_REPLENISHMENT, PROFILE_TOP_VALUE_REPLENISHMENT, PartnerSubTypes = LSP &  CountryCode = AD &  CountryCode = AT &  CountryCode = BE &  CountryCode = DK &  CountryCode = EE &  CountryCode = FI &  CountryCode = FR &  CountryCode = DE &  CountryCode = GL &  CountryCode = IS &  CountryCode = IE &  CountryCode = IT &  CountryCode = LV &  CountryCode = LI &  CountryCode = LT &  CountryCode = LU &  CountryCode = NL &  CountryCode = NO &  CountryCode = PT &  CountryCode = SM &  CountryCode = ES &  CountryCode = SE &  CountryCode = CH &  CountryCode = FO &  CountryCode = GB ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_IPG_RESELLER_CHANNEL_PROGRAMS_HEADER, RULE_PROFILE_IPG_RESELLER_CHANNEL_PROGRAMS_HEADER, smartportal_PROFILE_IPG_RESELLER_CHANNEL_PROGRAMS_HEADER, PROFILE_IPG_RESELLER_CHANNEL_PROGRAMS_HEADER, Programs = EU-zz49-m213 &  Programs = EU-01pp-Q826 &  Programs = EU-OPS-INC &  Accreditations = EU-PPP-INC15 ,Special program code; need further discussion,,
smartportal_RULE_GENERIC_ALLUSERS_EXCEPT_FINLAND, RULE_GENERIC_ALLUSERS_EXCEPT_FINLAND, smartportal_GENERIC_ALLUSERS_EXCEPT_FINLAND, GENERIC_ALLUSERS_EXCEPT_FINLAND, CountryCode = FI ,N/A; only for contents in special Repository,,
smartportal_RULE_PROFILE_PCOMM_TEST, RULE_PROFILE_PCOMM_TEST, smartportal_PROFILE_PCOMM_TEST, PROFILE_PCOMM_TEST, Tier = 1 &  Programs = EU-PPP-SP01 &  AgreementTypes = PATSY-SR &  AgreementTypes = PATSY-LB &  AgreementTypes = PATSY-CB &  AgreementTypes = PATSY-CS &  AgreementTypes = PATSY-SB &  AgreementTypes = PATSY-VR &  AgreementTypes = PATSY-TO &  AgreementTypes = PATSY-T2 &  AgreementTypes = PATSY-V2 &  Programs = EU-01pp-Q803 &  IsPartnerAdmin = T &  UserRights = LOCAL_SECURITY_OPG ,Test,,
smartportal_RULE_PROFILE_SMARTQUOTE_TEST, RULE_PROFILE_SMARTQUOTE_TEST, smartportal_PROFILE_SMARTQUOTE_TEST, PROFILE_SMARTQUOTE_TEST, Programs = EU-01pp-O926 &  Programs = EU-PPP-SP01 &  AgreementTypes = PATSY-SR &  AgreementTypes = PATSY-SB &  AgreementTypes = PATSY-VR &  AgreementTypes = PATSY-V2 &  Programs = EU-01pp-Q803 &  Programs = EU-01pp-O925 &  IsPartnerAdmin = T &  UserRights = LOCAL_SECURITY_SmartQuote ,Test,,
smartportal_RULE_PROFILE_TROUBLESHOOT_ORDER_STATUS, RULE_PROFILE_TROUBLESHOOT_ORDER_STATUS, smartportal_PROFILE_TROUBLESHOOT_ORDER_STATUS, PROFILE_TROUBLESHOOT_ORDER_STATUS, Tier = 1 &  IsPartnerAdmin = T &  UserRights = LOCAL_SECURITY_OrderStatus ,Test,,
smartportal_RULE_PROFILE_PRERELEASE_SMART_PORTAL, RULE_PROFILE_PRERELEASE_SMART_PORTAL, smartportal_PROFILE_PRERELEASE_SMART_PORTAL, PROFILE_PRERELEASE_SMART_PORTAL, PartnerProId = 1-B7I2DP &  Email = Erik@nyjec.com &  Email = SmartPortal_PreRelease@nyjec.com ,Test,,
smartportal_RULE_PROFILE_PUBLISHER_REFERENCE_SMART_PORTAL, RULE_PROFILE_PUBLISHER_REFERENCE_SMART_PORTAL, smartportal_PROFILE_PUBLISHER_REFERENCE_SMART_PORTAL, PROFILE_PUBLISHER_REFERENCE_SMART_PORTAL, PartnerProId = 1-B7I2DP &  Email = spam@nyjec.com &  Email = SmartPortal_PublisherReference@nyjec.com ,Test,,
smartportal_RULE_IDEAS_COMPETITIVE_PROFILES, RULE_IDEAS_COMPETITIVE_PROFILES, smartportal_IDEAS_COMPETITIVE_PROFILES, IDEAS_COMPETITIVE_PROFILES, Accreditations = EU-01pp-Q562 &  Accreditations = EU-01pp-Q561 &  Accreditations = EU-01pp-Q563 &  Accreditations = EU-01pp-Q558 &  Accreditations = EU-01pp-Q574 &  Programs = EU-zz28-m104 &  Programs = EU-01pp-N098 &  Programs = EU-01pp-N099 ,,,
smartportal_RULE_CREATIVE_EXPRESS, RULE_CREATIVE_EXPRESS, smartportal_CREATIVE_EXPRESS, CREATIVE_EXPRESS, Programs = EU-01pp-O233 &  Tier = 1 ,,,
smartportal_RULE_PROFILE_TEST_GLOBAL_PCOMM, RULE_PROFILE_TEST_GLOBAL_PCOMM, smartportal_PROFILE_TEST_GLOBAL_PCOMM, PROFILE_TEST_GLOBAL_PCOMM, Programs = G_PC_pComm &  IsPartnerAdmin = T &  UserRights = G_pComm_User ,Test,,
smartportal_RULE_PROFILE_TEST_GLOBAL_SQ, RULE_PROFILE_TEST_GLOBAL_SQ, smartportal_PROFILE_TEST_GLOBAL_SQ, PROFILE_TEST_GLOBAL_SQ, Programs = G_PC_SQ &  IsPartnerAdmin = T &  UserRights = G_SmartQuote_User ,TESt,,
smartportal_RULE_PROFILE_ESSN_LIVE_CHAT_EN, RULE_PROFILE_ESSN_LIVE_CHAT_EN, smartportal_PROFILE_ESSN_LIVE_CHAT_EN, PROFILE_ESSN_LIVE_CHAT_EN, PortalPreferredLanguageCode = EN &  PortalPreferredLanguageCode = en-GB &  SiebelPreferredLanguageCode = ENEN &  SiebelPreferredLanguageCode = EN &  PortalPreferredLanguageCode = DE &  PortalPreferredLanguageCode = FR &  PortalPreferredLanguageCode = ES &  PortalPreferredLanguageCode = IT &  PortalPreferredLanguageCode = RU &  PortalPreferredLanguageCode = PL &  PortalPreferredLanguageCode = CZ &  SiebelPreferredLanguageCode = DE &  SiebelPreferredLanguageCode = FR &  SiebelPreferredLanguageCode = ES &  SiebelPreferredLanguageCode = IT &  SiebelPreferredLanguageCode = RU &  SiebelPreferredLanguageCode = PL &  SiebelPreferredLanguageCode = CZ ,How to deal with lauguage audiencing? ,,
smartportal_RULE_PROFILE_ESSN_LIVE_CHAT_DE, RULE_PROFILE_ESSN_LIVE_CHAT_DE, smartportal_PROFILE_ESSN_LIVE_CHAT_DE, PROFILE_ESSN_LIVE_CHAT_DE, PortalPreferredLanguageCode = DE &  SiebelPreferredLanguageCode = DE ,How to deal with lauguage audiencing? ,,
smartportal_RULE_PROFILE_ESSN_LIVE_CHAT_FR, RULE_PROFILE_ESSN_LIVE_CHAT_FR, smartportal_PROFILE_ESSN_LIVE_CHAT_FR, PROFILE_ESSN_LIVE_CHAT_FR, PortalPreferredLanguageCode = FR &  SiebelPreferredLanguageCode = FR ,How to deal with lauguage audiencing? ,,
smartportal_RULE_PROFILE_ESSN_LIVE_CHAT_ES, RULE_PROFILE_ESSN_LIVE_CHAT_ES, smartportal_PROFILE_ESSN_LIVE_CHAT_ES, PROFILE_ESSN_LIVE_CHAT_ES, PortalPreferredLanguageCode = ES &  SiebelPreferredLanguageCode = ES ,How to deal with lauguage audiencing? ,,
smartportal_RULE_PROFILE_ESSN_LIVE_CHAT_IT, RULE_PROFILE_ESSN_LIVE_CHAT_IT, smartportal_PROFILE_ESSN_LIVE_CHAT_IT, PROFILE_ESSN_LIVE_CHAT_IT, PortalPreferredLanguageCode = IT &  SiebelPreferredLanguageCode = IT ,How to deal with lauguage audiencing? ,,
smartportal_RULE_PROFILE_ESSN_LIVE_CHAT_RU, RULE_PROFILE_ESSN_LIVE_CHAT_RU, smartportal_PROFILE_ESSN_LIVE_CHAT_RU, PROFILE_ESSN_LIVE_CHAT_RU, PortalPreferredLanguageCode = RU &  SiebelPreferredLanguageCode = RU ,How to deal with lauguage audiencing? ,,
smartportal_RULE_PROFILE_ESSN_LIVE_CHAT_PL, RULE_PROFILE_ESSN_LIVE_CHAT_PL, smartportal_PROFILE_ESSN_LIVE_CHAT_PL, PROFILE_ESSN_LIVE_CHAT_PL, PortalPreferredLanguageCode = PL &  SiebelPreferredLanguageCode = PL ,How to deal with lauguage audiencing? ,,
smartportal_RULE_PROFILE_ESSN_LIVE_CHAT_CZ, RULE_PROFILE_ESSN_LIVE_CHAT_CZ, smartportal_PROFILE_ESSN_LIVE_CHAT_CZ, PROFILE_ESSN_LIVE_CHAT_CZ, PortalPreferredLanguageCode = CZ &  SiebelPreferredLanguageCode = CZ ,How to deal with lauguage audiencing? ,,
smartportal_RULE_PROFILE_DE_USERS, RULE_PROFILE_DE_USERS, smartportal_PROFILE_DE_USERS, PROFILE_DE_USERS, SiteIdentifier = smartportal &  PartnerTypes = Learning Partner &  CountryCode = DE ,,,
smartportal_RULE_SBSO_DUMMY, RULE_SBSO_DUMMY, smartportal_SBSO_DUMMY, SBSO_DUMMY, Programs = EU-DI-PSG-SBSO-VERIFIED &  Campaigns = 1-778027166 &  Programs = EU-01pp-O142 &  Programs = EU-01pp-O233 &  Programs = EU-01pp-O141 &  Programs = EU-01pp-O604 &  PrimaryChannelSegment = DIS &  CountryCode = GB &  CountryCode = IE &  CountryCode = SE &  CountryCode = FR &  CountryCode = DE &  CountryCode = IT &  CountryCode = AT &  CountryCode = BE &  CountryCode = DK &  CountryCode = FI &  CountryCode = CH &  CountryCode = IL &  CountryCode = SK &  CountryCode = CZ &  CountryCode = UA &  CountryCode = ZA &  CountryCode = RU &  CountryCode = PL &  CountryCode = HU &  CountryCode = LU &  CountryCode = AD &  CountryCode = ES &  CountryCode = TR ,,,
smartportal_RULE_SBSO_ONLY, RULE_SBSO_ONLY, smartportal_SBSO_ONLY, SBSO_ONLY, Programs = EU-DI-PSG-SBSO-VERIFIED &  Campaigns = 1-778027166 &  CountryCode = GB &  CountryCode = IE &  CountryCode = SE &  CountryCode = FR &  CountryCode = DE &  CountryCode = IT &  CountryCode = AT &  CountryCode = BE &  CountryCode = DK &  CountryCode = FI &  CountryCode = CH &  CountryCode = IL &  CountryCode = SK &  CountryCode = CZ &  CountryCode = UA &  CountryCode = ZA &  CountryCode = RU &  CountryCode = PL &  CountryCode = HU &  CountryCode = LU &  CountryCode = AD &  CountryCode = ES &  CountryCode = TR ,,,
smartportal_RULE_SBSO_ACCELERATE, RULE_SBSO_ACCELERATE, smartportal_SBSO_ACCELERATE, SBSO_ACCELERATE, CountryCode = GB &  CountryCode = IE &  Programs = EU-01pp-O997 &  PrimaryChannelSegment = DIS &  PartnerSubTypes = LSP &  Programs = EU-01pp-P318 ,Special program code; need further discussion,,
smartportal_RULE_SBSO_CLUBPROFESIONAL, RULE_SBSO_CLUBPROFESIONAL, smartportal_SBSO_CLUBPROFESIONAL, SBSO_CLUBPROFESIONAL, Programs = EU-01pp-O997 &  PrimaryChannelSegment = DIS &  PartnerSubTypes = LSP &  Programs = EU-01pp-P318 ,Special program code; need further discussion,,
smartportal_RULE_SBSO_VERTICALMAIL, RULE_SBSO_VERTICALMAIL, smartportal_SBSO_VERTICALMAIL, SBSO_VERTICALMAIL, Programs = EU-01pp-O997 &  PrimaryChannelSegment = DIS &  PartnerSubTypes = LSP &  Programs = EU-01pp-P318 ,Special program code; need further discussion,,
smartportal_RULE_SBSO_LOYALITY, RULE_SBSO_LOYALITY, smartportal_SBSO_LOYALITY, SBSO_LOYALITY, CountryCode = DE &  CountryCode = FI &  CountryCode = AT &  CountryCode = BE &  CountryCode = LU &  CountryCode = ES &  CountryCode = FR &  CountryCode = ZA &  CountryCode = HU &  CountryCode = SK &  CountryCode = CZ &  CountryCode = UA &  Programs = EU-01pp-O997 &  PrimaryChannelSegment = DIS &  PartnerSubTypes = LSP &  Programs = EU-01pp-P318 ,Special program code; need further discussion,,
smartportal_RULE_SBSO_LOYALITY_ACCESS, RULE_SBSO_LOYALITY_ACCESS, smartportal_SBSO_LOYALITY_ACCESS, SBSO_LOYALITY_ACCESS, CountryCode = DE &  CountryCode = FI &  CountryCode = AT &  CountryCode = BE &  CountryCode = LU &  CountryCode = ES &  CountryCode = FR &  CountryCode = ZA &  CountryCode = HU &  CountryCode = SK &  CountryCode = CZ &  CountryCode = UA &  Programs = EU-01pp-O997 &  PrimaryChannelSegment = DIS ,Special program code; need further discussion,,
smartportal_RULE_SBSO_ACCELERATE_PORTAL, RULE_SBSO_ACCELERATE_PORTAL, smartportal_SBSO_ACCELERATE_PORTAL, SBSO_ACCELERATE_PORTAL, CountryCode = GB &  CountryCode = IE &  Programs = EU-01pp-O997 ,Special program code; need further discussion,,
smartportal_RULE_SBSO_PROD_WIZ, RULE_SBSO_PROD_WIZ, smartportal_SBSO_PROD_WIZ, SBSO_PROD_WIZ, CountryCode = BE ,N/A; only for contents in special Repository,,
smartportal_RULE_SBSO_TAG, RULE_SBSO_TAG, smartportal_SBSO_TAG, SBSO_TAG, CountryCode = BE &  PartnerSubTypes = LSP &  Programs = EU-01pp-P318 ,Special program code; need further discussion,,
smartportal_RULE_PROFILE_SCE, RULE_PROFILE_SCE, smartportal_PROFILE_SCE, PROFILE_SCE, CountryCode = DE &  CountryCode = NL &  Email = gabriela.califaru@hp.com ,,,
smartportal_RULE_PROFILE_PLIT, RULE_PROFILE_PLIT, smartportal_PROFILE_PLIT, PROFILE_PLIT, CountryCode = PL &  CountryCode = IT ,N/A; only for contents in special Repository,,
smartportal_RULE_PROFILE_NOPLIT, RULE_PROFILE_NOPLIT, smartportal_PROFILE_NOPLIT, PROFILE_NOPLIT, CountryCode = PL &  CountryCode = IT ,N/A; only for contents in special Repository,,
smartportal_RULE_G_HP_PartnerONE_Leads_Program_EMEA, RULE_G_HP_PartnerONE_Leads_Program_EMEA, smartportal_G_HP_PartnerONE_Leads_Program_EMEA, G_HP_PartnerONE_Leads_Program_EMEA, Programs = G_SPT_PCLM_Prospect &  Programs = G_SPT_PCLM_Enrolled ,Special program code; need further discussion,,
smartportal_RULE_G_HP_P1_Leads_Program_Enrolled_EMEA, RULE_G_HP_P1_Leads_Program_Enrolled_EMEA, smartportal_G_HP_P1_Leads_Program_Enrolled_EMEA, G_HP_P1_Leads_Program_Enrolled_EMEA, Programs = G_SPT_PCLM_Enrolled &  Programs = G_SPT_PCLM_Prospect ,Special program code; need further discussion,,
smartportal_RULE_G_HP_P1_My_Leads_EMEA, RULE_G_HP_P1_My_Leads_EMEA, smartportal_G_HP_P1_My_Leads_EMEA, G_HP_P1_My_Leads_EMEA, Programs = G_SPT_PCLM_Enrolled &  UserRights = G_SPT_My_HP_Leads_and_Opportunities_Tool_User &  UserRights = G_SPT_My_HP_Leads_and_Opportunities_Tool_Admin ,Special program code; need further discussion,,
smartportal_RULE_HP_PARTNER_PROGRAM_ONLY, RULE_HP_PARTNER_PROGRAM_ONLY, smartportal_HP_PARTNER_PROGRAM_ONLY, HP_PARTNER_PROGRAM_ONLY, Programs = EU-DI-PSG-SBSO-VERIFIED &  Campaigns = 1-778027166 &  PrimaryChannelSegment = DIS &  Programs = SPEC_P1_CAN ,Special program code; need further discussion,,
smartportal_RULE_HP_PARTNER_AND_PARTNERONE, RULE_HP_PARTNER_AND_PARTNERONE, smartportal_HP_PARTNER_AND_PARTNERONE, HP_PARTNER_AND_PARTNERONE, Programs = EU-DI-PSG-SBSO-VERIFIED &  Campaigns = 1-778027166 ,Special program code; need further discussion,,
smartportal_RULE_HP_PARTNER_MARKETING_ZONE_ACCESS, RULE_HP_PARTNER_MARKETING_ZONE_ACCESS, smartportal_HP_PARTNER_MARKETING_ZONE_ACCESS, HP_PARTNER_MARKETING_ZONE_ACCESS, CountryCode = BE &  CountryCode = NL &  PrimaryChannelSegment = DIS &  PartnerSubTypes = LSP &  Programs = EU-01pp-P318 ,Special program code; need further discussion,,
smartportal_RULE_HP_PARTNER_SALES_WIZARD_ACCESS, RULE_HP_PARTNER_SALES_WIZARD_ACCESS, smartportal_HP_PARTNER_SALES_WIZARD_ACCESS, HP_PARTNER_SALES_WIZARD_ACCESS, CountryCode = BE ,N/A; only for contents in special Repository,,
smartportal_RULE_HP_PARTNER_LOYALITY_PROGRAM_EMEA, RULE_HP_PARTNER_LOYALITY_PROGRAM_EMEA, smartportal_HP_PARTNER_LOYALITY_PROGRAM_EMEA, HP_PARTNER_LOYALITY_PROGRAM_EMEA, CountryCode = FI &  CountryCode = AT &  CountryCode = BE &  CountryCode = LU &  CountryCode = ES &  CountryCode = ZA &  CountryCode = HU &  CountryCode = SK &  CountryCode = CZ &  CountryCode = UA &  CountryCode = SE &  CountryCode = RU &  CountryCode = NL &  CountryCode = LT &  CountryCode = RO &  CountryCode = PL &  CountryCode = PT &  CountryCode = PT &  CountryCode = NO &  CountryCode = DK &  CountryCode = SE &  Programs = EU-01pp-O997 &  PrimaryChannelSegment = DIS &  PartnerSubTypes = LSP &  Programs = EU-01pp-P318 ,Special program code; need further discussion,,
smartportal_RULE_HP_PARTNER_LOYALITY_PROGRAM_UK, RULE_HP_PARTNER_LOYALITY_PROGRAM_UK, smartportal_HP_PARTNER_LOYALITY_PROGRAM_UK, HP_PARTNER_LOYALITY_PROGRAM_UK, CountryCode = GB &  CountryCode = IE &  Programs = EU-01pp-O997 &  PrimaryChannelSegment = DIS &  PartnerSubTypes = LSP &  Programs = EU-01pp-P318 ,Special program code; need further discussion,,
smartportal_RULE_HP_PARTNER_LOYALITY_PROGRAM_FR, RULE_HP_PARTNER_LOYALITY_PROGRAM_FR, smartportal_HP_PARTNER_LOYALITY_PROGRAM_FR, HP_PARTNER_LOYALITY_PROGRAM_FR, CountryCode = FR &  CountryCode = DE &  Programs = EU-01pp-O997 &  PrimaryChannelSegment = DIS &  PartnerSubTypes = LSP &  Programs = EU-01pp-P318 ,Special program code; need further discussion,,
smartportal_RULE_HP_PARTNER_LOYALITY_PROGRAM_ES, RULE_HP_PARTNER_LOYALITY_PROGRAM_ES, smartportal_HP_PARTNER_LOYALITY_PROGRAM_ES, HP_PARTNER_LOYALITY_PROGRAM_ES, Programs = EU-01pp-O997 &  PrimaryChannelSegment = DIS &  PartnerSubTypes = LSP &  Programs = EU-01pp-P318 ,Special program code; need further discussion,,
smartportal_RULE_EMEA_PORTAL_TESTING_IE, RULE_EMEA_PORTAL_TESTING_IE, smartportal_EMEA_PORTAL_TESTING_IE, EMEA_PORTAL_TESTING_IE, CountryCode = IE &  CountryCode = GB ,N/A; only for contents in special Repository,,
